group_type,group_name,group_id,country_id
region,Americas,19,558
region,Americas,19,591
region,Americas,19,600
region,Americas,19,604
region,Americas,19,652
region,Americas,19,659
region,Americas,19,660
region,Americas,19,662
region,Americas,19,666
region,Americas,19,670
region,Americas,19,740
region,Americas,19,780
region,Americas,19,796
region,Americas,19,840
region,Americas,19,850
region,Americas,19,858
region,Americas,19,862
region,Asia,142,4
region,Asia,142,31
region,Asia,142,48
region,Asia,142,50
region,Asia,142,51
region,Asia,142,64
region,Asia,142,96
region,Asia,142,104
region,Asia,142,116
region,Asia,142,144
region,Asia,142,156
region,Asia,142,158
region,Asia,142,196
region,Asia,142,268
region,Asia,142,275
region,Asia,142,344
region,Asia,142,356
region,Asia,142,360
region,Asia,142,364
region,Asia,142,368
region,Asia,142,376
region,Asia,142,392
region,Asia,142,398
region,Asia,142,400
region,Asia,142,408
region,Asia,142,410
region,Asia,142,414
region,Asia,142,417
region,Asia,142,418
region,Asia,142,422
region,Asia,142,446
region,Asia,142,458
region,Asia,142,462
region,Asia,142,496
region,Asia,142,512
region,Asia,142,524
region,Asia,142,586
region,Asia,142,608
region,Asia,142,626
region,Asia,142,634
region,Asia,142,682
region,Asia,142,702
region,Asia,142,704
region,Asia,142,760
region,Asia,142,762
region,Asia,142,764
region,Asia,142,784
region,Asia,142,792
region,Asia,142,795
region,Asia,142,860
region,Asia,142,887
region,Europe,150,8
region,Europe,150,20
region,Europe,150,40
region,Europe,150,56
region,Europe,150,70
region,Europe,150,100
region,Europe,150,112
region,Europe,150,191
region,Europe,150,203
region,Europe,150,208
region,Europe,150,233
region,Europe,150,234
region,Europe,150,246
region,Europe,150,250
region,Europe,150,276
region,Europe,150,292
region,Europe,150,300
region,Europe,150,336
region,Europe,150,348
region,Europe,150,352
region,Europe,150,372
region,Europe,150,380
region,Europe,150,428
region,Europe,150,440
region,Europe,150,442
region,Europe,150,470
region,Europe,150,498
region,Europe,150,499
region,Europe,150,528
region,Europe,150,578
region,Europe,150,616
region,Europe,150,620
region,Europe,150,642
region,Europe,150,643
region,Europe,150,674
region,Europe,150,688
region,Europe,150,703
region,Europe,150,705
region,Europe,150,724
region,Europe,150,752
region,Europe,150,756
region,Europe,150,804
region,Europe,150,807
region,Europe,150,826
region,Other,998,10
region,Other,998,260
region,Other,998,914
region,Other,998,999
subregion,South America,5,32
subregion,South America,5,68
subregion,South America,5,74
subregion,South America,5,76
subregion,South America,5,152
subregion,South America,5,170
subregion,South America,5,218
subregion,South America,5,238
subregion,South America,5,239
subregion,South America,5,254
subregion,South America,5,328
subregion,South America,5,600
subregion,South America,5,604
subregion,South America,5,740
subregion,South America,5,858
subregion,South America,5,862
subregion,Western Africa,11,132
subregion,Western Africa,11,204
subregion,Western Africa,11,270
subregion,Western Africa,11,288
subregion,Western Africa,11,324
subregion,Western Africa,11,384
subregion,Western Africa,11,430
subregion,Western Africa,11,466
subregion,Western Africa,11,478
subregion,Western Africa,11,562
subregion,Western Africa,11,566
subregion,Western Africa,11,624
subregion,Western Africa,11,654
subregion,Western Africa,11,686
subregion,Western Africa,11,694
subregion,Western Africa,11,768
subregion,Western Africa,11,854
subregion,Central America,13,84
subregion,Central America,13,188
subregion,Central America,13,222
subregion,Central America,13,320
subregion,Central America,13,340
subregion,Central America,13,484
subregion,Central America,13,558
subregion,Central America,13,591
subregion,Eastern Africa,14,86
subregion,Eastern Africa,14,108
subregion,Eastern Africa,14,174
subregion,Eastern Africa,14,175
subregion,Eastern Africa,14,231
subregion,Eastern Africa,14,232
subregion,Eastern Africa,14,262
subregion,Eastern Africa,14,404
subregion,Eastern Africa,14,450
subregion,Eastern Africa,14,454
subregion,Eastern Africa,14,480
subregion,Eastern Africa,14,508
subregion,Eastern Africa,14,638
subregion,Eastern Africa,14,646
subregion,Eastern Africa,14,690
subregion,Eastern Africa,14,706
subregion,Eastern Africa,14,716
subregion,Eastern Africa,14,728
subregion,Eastern Africa,14,800
subregion,Eastern Africa,14,834
subregion,Eastern Africa,14,894
subregion,Northern Africa,15,12
subregion,Northern Africa,15,434
subregion,Northern Africa,15,504
subregion,Northern Africa,15,729
subregion,Northern Africa,15,732
subregion,Northern Africa,15,788
subregion,Northern Africa,15,818
subregion,Middle Africa,17,24
subregion,Middle Africa,17,120
subregion,Middle Africa,17,140
subregion,Middle Africa,17,148
subregion,Middle Africa,17,178
subregion,Middle Africa,17,180
subregion,Middle Africa,17,226
subregion,Middle Africa,17,266
subregion,Middle Africa,17,678
subregion,Southern Africa,18,72
subregion,Southern Africa,18,426
subregion,Southern Africa,18,516
subregion,Southern Africa,18,710
subregion,Southern Africa,18,748
subregion,Northern America,21,60
subregion,Northern America,21,124
subregion,Northern America,21,304
subregion,Northern America,21,666
subregion,Northern America,21,840
subregion,Caribbean,29,28
subregion,Caribbean,29,44
subregion,Caribbean,29,52
subregion,Caribbean,29,92
subregion,Caribbean,29,136
subregion,Caribbean,29,192
subregion,Caribbean,29,212
subregion,Caribbean,29,214
subregion,Caribbean,29,308
subregion,Caribbean,29,312
subregion,Caribbean,29,332
subregion,Caribbean,29,388
subregion,Caribbean,29,474
subregion,Caribbean,29,500
subregion,Caribbean,29,530
subregion,Caribbean,29,531
subregion,Caribbean,29,533
subregion,Caribbean,29,534
subregion,Caribbean,29,535
subregion,Caribbean,29,652
subregion,Caribbean,29,659
subregion,Caribbean,29,660
subregion,Caribbean,29,662
subregion,Caribbean,29,670
subregion,Caribbean,29,780
subregion,Caribbean,29,796
subregion,Caribbean,29,850
subregion,Eastern Asia,30,156
subregion,Eastern Asia,30,158
subregion,Eastern Asia,30,344
subregion,Eastern Asia,30,392
subregion,Eastern Asia,30,408
subregion,Eastern Asia,30,410
subregion,Eastern Asia,30,446
subregion,Eastern Asia,30,496
subregion,Southern Asia,34,4
subregion,Southern Asia,34,50
subregion,Southern Asia,34,64
subregion,Southern Asia,34,144
subregion,Southern Asia,34,356
subregion,Southern Asia,34,364
subregion,Southern Asia,34,462
subregion,Southern Asia,34,524
subregion,Southern Asia,34,586
subregion,South-eastern Asia,35,96
subregion,South-eastern Asia,35,104
subregion,South-eastern Asia,35,116
subregion,South-eastern Asia,35,360
subregion,South-eastern Asia,35,418
subregion,South-eastern Asia,35,458
subregion,South-eastern Asia,35,608
subregion,South-eastern Asia,35,626
subregion,South-eastern Asia,35,702
subregion,South-eastern Asia,35,704
subregion,South-eastern Asia,35,764
subregion,Southern Europe,39,8
subregion,Southern Europe,39,20
subregion,Southern Europe,39,70
subregion,Southern Europe,39,191
subregion,Southern Europe,39,292
subregion,Southern Europe,39,300
subregion,Southern Europe,39,336
subregion,Southern Europe,39,380
subregion,Southern Europe,39,470
subregion,Southern Europe,39,499
subregion,Southern Europe,39,620
subregion,Southern Europe,39,674
subregion,Southern Europe,39,688
subregion,Southern Europe,39,705
subregion,Southern Europe,39,724
subregion,Southern Europe,39,807
subregion,Australia and New Zealand,53,36
subregion,Australia and New Zealand,53,162
subregion,Australia and New Zealand,53,166
subregion,Australia and New Zealand,53,334
subregion,Australia and New Zealand,53,554
subregion,Australia and New Zealand,53,574
subregion,Melanesia,54,90
subregion,Melanesia,54,242
subregion,Melanesia,54,540
subregion,Melanesia,54,548
subregion,Melanesia,54,598
subregion,Micronesia,57,296
subregion,Micronesia,57,316
subregion,Micronesia,57,520
subregion,Micronesia,57,580
subregion,Micronesia,57,581
subregion,Micronesia,57,583
subregion,Micronesia,57,584
subregion,Micronesia,57,585
subregion,Polynesia,61,16
subregion,Polynesia,61,184
subregion,Polynesia,61,258
subregion,Polynesia,61,570
subregion,Polynesia,61,612
subregion,Polynesia,61,772
subregion,Polynesia,61,776
subregion,Polynesia,61,798
subregion,Polynesia,61,876
subregion,Polynesia,61,882
subregion,Central Asia,143,398
subregion,Central Asia,143,417
subregion,Central Asia,143,762
subregion,Central Asia,143,795
subregion,Central Asia,143,860
subregion,Western Asia,145,31
subregion,Western Asia,145,48
subregion,Western Asia,145,51
subregion,Western Asia,145,196
subregion,Western Asia,145,268
subregion,Western Asia,145,275
subregion,Western Asia,145,368
subregion,Western Asia,145,376
subregion,Western Asia,145,400
subregion,Western Asia,145,414
subregion,Western Asia,145,422
subregion,Western Asia,145,512
subregion,Western Asia,145,634
subregion,Western Asia,145,682
subregion,Western Asia,145,760
subregion,Western Asia,145,784
subregion,Western Asia,145,792
subregion,Western Asia,145,887
subregion,Eastern Europe,151,100
subregion,Eastern Europe,151,112
subregion,Eastern Europe,151,203
subregion,Eastern Europe,151,348
subregion,Eastern Europe,151,498
subregion,Eastern Europe,151,616
subregion,Eastern Europe,151,642
subregion,Eastern Europe,151,643
subregion,Eastern Europe,151,703
subregion,Eastern Europe,151,804
subregion,Northern Europe,154,208
subregion,Northern Europe,154,233
subregion,Northern Europe,154,234
subregion,Northern Europe,154,246
subregion,Northern Europe,154,352
subregion,Northern Europe,154,372
subregion,Northern Europe,154,428
subregion,Northern Europe,154,440
subregion,Northern Europe,154,578
subregion,Northern Europe,154,752
subregion,Northern Europe,154,826
subregion,Western Europe,155,40
subregion,Western Europe,155,56
subregion,Western Europe,155,250
subregion,Western Europe,155,276
subregion,Western Europe,155,442
subregion,Western Europe,155,528
subregion,Western Europe,155,756
subregion,Other,996,10
subregion,Other,996,260
subregion,Other,997,914
subregion,Other,997,999
world,world,1,4
world,world,1,8
world,world,1,10
world,world,1,12
world,world,1,16
world,world,1,20
world,world,1,24
world,world,1,28
world,world,1,31
world,world,1,32
world,world,1,36
world,world,1,40
world,world,1,44
world,world,1,48
world,world,1,50
world,world,1,51
world,world,1,52
world,world,1,56
world,world,1,60
world,world,1,64
world,world,1,68
world,world,1,70
world,world,1,72
world,world,1,74
world,world,1,76
world,world,1,84
world,world,1,86
world,world,1,90
world,world,1,92
world,world,1,96
world,world,1,100
world,world,1,104
world,world,1,108
world,world,1,112
world,world,1,116
world,world,1,120
world,world,1,124
world,world,1,132
world,world,1,136
world,world,1,140
world,world,1,144
world,world,1,148
world,world,1,152
world,world,1,156
world,world,1,158
world,world,1,162
world,world,1,166
world,world,1,170
world,world,1,174
world,world,1,175
world,world,1,178
world,world,1,180
world,world,1,184
world,world,1,188
world,world,1,191
world,world,1,192
world,world,1,196
world,world,1,200
world,world,1,203
world,world,1,204
world,world,1,208
world,world,1,212
world,world,1,214
world,world,1,218
world,world,1,222
world,world,1,226
world,world,1,231
world,world,1,232
world,world,1,233
world,world,1,234
world,world,1,238
world,world,1,239
world,world,1,242
world,world,1,246
world,world,1,250
world,world,1,254
world,world,1,258
world,world,1,260
world,world,1,262
world,world,1,266
world,world,1,268
world,world,1,270
world,world,1,275
world,world,1,276
world,world,1,278
world,world,1,288
world,world,1,292
world,world,1,296
world,world,1,300
world,world,1,304
world,world,1,308
world,world,1,312
world,world,1,316
world,world,1,320
world,world,1,324
world,world,1,328
world,world,1,332
world,world,1,334
world,world,1,336
world,world,1,340
world,world,1,344
world,world,1,348
world,world,1,352
world,world,1,356
world,world,1,360
world,world,1,364
world,world,1,368
world,world,1,372
world,world,1,376
world,world,1,380
world,world,1,384
world,world,1,388
world,world,1,392
world,world,1,398
world,world,1,400
world,world,1,404
world,world,1,408
world,world,1,410
world,world,1,414
world,world,1,417
world,world,1,418
world,world,1,422
world,world,1,426
world,world,1,428
world,world,1,430
world,world,1,434
world,world,1,440
world,world,1,442
world,world,1,446
world,world,1,450
world,world,1,454
world,world,1,458
world,world,1,462
world,world,1,466
world,world,1,470
world,world,1,474
world,world,1,478
world,world,1,480
world,world,1,484
world,world,1,496
world,world,1,498
world,world,1,499
world,world,1,500
world,world,1,504
world,world,1,508
world,world,1,512
world,world,1,516
world,world,1,520
world,world,1,524
world,world,1,528
world,world,1,530
world,world,1,531
world,world,1,533
world,world,1,534
world,world,1,535
world,world,1,540
world,world,1,548
world,world,1,554
world,world,1,558
world,world,1,562
world,world,1,566
world,world,1,570
world,world,1,574
world,world,1,578
world,world,1,580
world,world,1,581
world,world,1,582
world,world,1,583
world,world,1,584
world,world,1,585
world,world,1,586
world,world,1,591
world,world,1,592
world,world,1,598
world,world,1,600
world,world,1,604
world,world,1,608
world,world,1,612
world,world,1,616
world,world,1,620
world,world,1,624
world,world,1,626
world,world,1,634
world,world,1,638
world,world,1,642
world,world,1,643
world,world,1,646
world,world,1,652
world,world,1,654
world,world,1,659
world,world,1,660
world,world,1,662
world,world,1,666
world,world,1,670
world,world,1,674
world,world,1,678
world,world,1,682
world,world,1,686
world,world,1,688
world,world,1,690
world,world,1,694
world,world,1,702
world,world,1,703
world,world,1,704
world,world,1,705
world,world,1,706
world,world,1,710
world,world,1,716
world,world,1,720
world,world,1,724
world,world,1,728
world,world,1,729
world,world,1,732
world,world,1,740
world,world,1,748
world,world,1,752
world,world,1,756
world,world,1,760
world,world,1,762
world,world,1,764
world,world,1,768
world,world,1,772
world,world,1,776
world,world,1,780
world,world,1,784
world,world,1,788
world,world,1,792
world,world,1,795
world,world,1,796
world,world,1,798
world,world,1,800
world,world,1,804
world,world,1,807
world,world,1,810
world,world,1,818
world,world,1,826
world,world,1,834
world,world,1,840
world,world,1,850
world,world,1,854
world,world,1,858
world,world,1,860
world,world,1,862
world,world,1,868
world,world,1,876
world,world,1,882
world,world,1,887
world,world,1,890
world,world,1,891
world,world,1,894
world,world,1,914
world,world,1,999
